Merchant_id,Total_sales,Sales_use_coupon,Total_coupon,Merchant_min_distance,Merchant_max_distance,Merchant_mean_distance,Merchant_median_distance,Merchant_coupon_transfer_rate,Coupon_rate
6336,90,4,62,-1,0,-0.25,0,0.06451612903225806,0.044444444444444446
1829,143,47,62,-1,1,-0.3404255319148936,0,0.7580645161290323,0.32867132867132864
5803,1017,35,450,-1,4,0.0,0,0.07777777777777778,0.0344149459193707
1959,50,1,34,3,3,3.0,3,0.029411764705882353,0.02
1645,4,1,1,10,10,10.0,10,1.0,0.25
2142,11,1,1,-1,-1,-1.0,-1,1.0,0.09090909090909091
3997,47,5,20,-1,10,1.8,0,0.25,0.10638297872340426
3175,38,6,17,-1,0,-0.16666666666666666,0,0.35294117647058826,0.15789473684210525
7340,2,1,4,0,0,0.0,0,0.25,0.5
463,42,8,45,-1,7,1.125,0,0.17777777777777778,0.19047619047619047
7754,22,3,6,-1,8,2.3333333333333335,0,0.5,0.13636363636363635
471,10,1,10,-1,-1,-1.0,-1,0.1,0.1
7982,78,6,24,0,0,0.0,0,0.25,0.07692307692307693
8638,34,2,22,0,1,0.5,0,0.09090909090909091,0.058823529411764705
2659,10,1,9,5,5,5.0,5,0.1111111111111111,0.1
6658,7,2,9,-1,4,1.5,-1,0.2222222222222222,0.2857142857142857
4519,14,1,9,0,0,0.0,0,0.1111111111111111,0.07142857142857142
5518,3,1,3,1,1,1.0,1,0.3333333333333333,0.3333333333333333
496,14,3,16,0,0,0.0,0,0.1875,0.21428571428571427
833,67,3,12,0,0,0.0,0,0.25,0.04477611940298507
6620,12,2,7,0,0,0.0,0,0.2857142857142857,0.16666666666666666
7240,8,1,5,-1,-1,-1.0,-1,0.2,0.125
8389,5,3,7,0,3,1.0,0,0.42857142857142855,0.6
5300,4,1,2,0,0,0.0,0,0.5,0.25
2122,6,2,4,0,0,0.0,0,0.5,0.3333333333333333
540,8,1,9,-1,-1,-1.0,-1,0.1111111111111111,0.125
1896,20,3,5,0,0,0.0,0,0.6,0.15
1025,8,2,12,-1,4,1.5,-1,0.16666666666666666,0.25
2999,21,3,22,-1,3,0.6666666666666666,0,0.13636363636363635,0.14285714285714285
1127,35,5,19,-1,10,5.8,10,0.2631578947368421,0.14285714285714285
5614,53,1,73,3,3,3.0,3,0.0136986301369863,0.018867924528301886
4929,23,1,30,0,0,0.0,0,0.03333333333333333,0.043478260869565216
2811,10,1,6,9,9,9.0,9,0.16666666666666666,0.1
4190,16,5,14,0,10,8.0,10,0.35714285714285715,0.3125
392,1,1,3,-1,-1,-1.0,-1,0.3333333333333333,1.0
1483,2,1,1,0,0,0.0,0,1.0,0.5
3698,13,1,2,0,0,0.0,0,0.5,0.07692307692307693
6773,1,1,8,-1,-1,-1.0,-1,0.125,1.0
1352,85,2,44,-1,1,0.0,-1,0.045454545454545456,0.023529411764705882
1339,25,1,3,0,0,0.0,0,0.3333333333333333,0.04
6825,66,20,117,-1,3,0.2,0,0.17094017094017094,0.30303030303030304
1322,18,1,10,4,4,4.0,4,0.1,0.05555555555555555
3488,106,1,42,0,0,0.0,0,0.023809523809523808,0.009433962264150943
7850,14,1,6,0,0,0.0,0,0.16666666666666666,0.07142857142857142
4489,33,1,16,0,0,0.0,0,0.0625,0.030303030303030304
5345,16,1,12,4,4,4.0,4,0.08333333333333333,0.0625
6622,7,2,3,0,0,0.0,0,0.6666666666666666,0.2857142857142857
5984,8,1,4,-1,-1,-1.0,-1,0.25,0.125
2996,4,2,5,3,10,6.5,3,0.4,0.5
1270,11,2,4,0,0,0.0,0,0.5,0.18181818181818182
3352,24,3,26,0,0,0.0,0,0.11538461538461539,0.125
516,8,1,7,0,0,0.0,0,0.14285714285714285,0.125
6266,26,1,1,0,0,0.0,0,1.0,0.038461538461538464
1618,5,3,3,0,0,0.0,0,1.0,0.6
1303,1,1,1,0,0,0.0,0,1.0,1.0
7098,9,1,11,1,1,1.0,1,0.09090909090909091,0.1111111111111111
451,89,5,57,0,5,1.4,1,0.08771929824561403,0.056179775280898875
5074,156,3,107,1,10,5.0,4,0.028037383177570093,0.019230769230769232
6597,230,11,29,0,1,0.09090909090909091,0,0.3793103448275862,0.04782608695652174
7910,1272,465,1029,-1,10,0.38064516129032255,0,0.4518950437317784,0.36556603773584906
8109,16,1,4,0,0,0.0,0,0.25,0.0625
85,34,4,7,0,5,2.5,0,0.5714285714285714,0.11764705882352941
3876,543,3,317,-1,0,-0.6666666666666666,-1,0.00946372239747634,0.0055248618784530384
5155,66,5,32,0,10,6.2,10,0.15625,0.07575757575757576
2923,125,11,20,0,2,0.2727272727272727,0,0.55,0.088
3089,35,1,33,1,1,1.0,1,0.030303030303030304,0.02857142857142857
1975,8,1,6,10,10,10.0,10,0.16666666666666666,0.125
3986,10,1,7,-1,-1,-1.0,-1,0.14285714285714285,0.1
4364,41,2,19,0,10,5.0,0,0.10526315789473684,0.04878048780487805
5223,18,1,10,0,0,0.0,0,0.1,0.05555555555555555
6361,45,2,30,0,0,0.0,0,0.06666666666666667,0.044444444444444446
580,5,2,3,0,0,0.0,0,0.6666666666666666,0.4
7644,14,5,34,0,9,2.2,1,0.14705882352941177,0.35714285714285715
2488,12,3,7,0,10,3.3333333333333335,0,0.42857142857142855,0.25
7530,7,1,4,0,0,0.0,0,0.25,0.14285714285714285
3490,17,1,7,0,0,0.0,0,0.14285714285714285,0.058823529411764705
2622,801,54,617,-1,10,0.6111111111111112,0,0.08752025931928688,0.06741573033707865
5907,26,6,17,1,5,2.5,1,0.35294117647058826,0.23076923076923078
8678,227,49,129,-1,3,0.0,0,0.3798449612403101,0.21585903083700442
5217,6,1,2,0,0,0.0,0,0.5,0.16666666666666666
883,23,3,35,2,8,4.0,2,0.08571428571428572,0.13043478260869565
8716,33,6,31,0,6,2.6666666666666665,1,0.1935483870967742,0.18181818181818182
2655,83,5,9,-1,0,-0.2,0,0.5555555555555556,0.060240963855421686
5697,104,15,30,-1,10,0.6666666666666666,0,0.5,0.14423076923076922
5513,10,2,6,0,1,0.5,0,0.3333333333333333,0.2
3561,86,1,5,0,0,0.0,0,0.2,0.011627906976744186
6934,24,2,4,0,0,0.0,0,0.5,0.08333333333333333
7324,13,5,20,0,0,0.0,0,0.25,0.38461538461538464
4383,20,4,13,0,0,0.0,0,0.3076923076923077,0.2
4000,6,1,4,0,0,0.0,0,0.25,0.16666666666666666
2656,10,2,7,0,0,0.0,0,0.2857142857142857,0.2
6154,32,16,16,0,10,1.875,0,1.0,0.5
970,372,75,238,-1,10,0.16,0,0.31512605042016806,0.20161290322580644
6832,22,3,11,-1,1,0.0,0,0.2727272727272727,0.13636363636363635
3028,29,6,45,0,10,3.1666666666666665,0,0.13333333333333333,0.20689655172413793
2559,49,5,16,-1,10,2.4,0,0.3125,0.10204081632653061
2247,123,11,66,-1,0,-0.7272727272727273,-1,0.16666666666666666,0.08943089430894309
898,32,1,15,1,1,1.0,1,0.06666666666666667,0.03125
2914,137,14,121,0,0,0.0,0,0.11570247933884298,0.10218978102189781
5527,56,11,34,-1,0,-0.09090909090909091,0,0.3235294117647059,0.19642857142857142
799,22,1,16,2,2,2.0,2,0.0625,0.045454545454545456
5847,47,3,18,0,0,0.0,0,0.16666666666666666,0.06382978723404255
5995,13,1,22,-1,-1,-1.0,-1,0.045454545454545456,0.07692307692307693
6864,1,1,3,-1,-1,-1.0,-1,0.3333333333333333,1.0
6176,4,1,5,0,0,0.0,0,0.2,0.25
7810,9,1,3,0,0,0.0,0,0.3333333333333333,0.1111111111111111
4477,4,1,2,0,0,0.0,0,0.5,0.25
3105,13,5,7,-1,10,3.8,0,0.7142857142857143,0.38461538461538464
7206,161,16,57,0,3,0.3125,0,0.2807017543859649,0.09937888198757763
4583,63,2,51,0,0,0.0,0,0.0392156862745098,0.031746031746031744
5140,91,1,23,0,0,0.0,0,0.043478260869565216,0.01098901098901099
4291,30,30,48,-1,-1,-1.0,-1,0.625,1.0
296,10,1,7,0,0,0.0,0,0.14285714285714285,0.1
1718,16,3,10,2,3,2.3333333333333335,2,0.3,0.1875
853,8,1,3,0,0,0.0,0,0.3333333333333333,0.125
4799,11,1,1,2,2,2.0,2,1.0,0.09090909090909091
133,16,3,11,-1,0,-0.6666666666666666,-1,0.2727272727272727,0.1875
3062,27,1,17,0,0,0.0,0,0.058823529411764705,0.037037037037037035
1888,19,2,3,0,0,0.0,0,0.6666666666666666,0.10526315789473684
5061,6,1,5,1,1,1.0,1,0.2,0.16666666666666666
6378,36,7,19,0,0,0.0,0,0.3684210526315789,0.19444444444444445
5867,23,2,11,0,10,5.0,0,0.18181818181818182,0.08695652173913043
2848,105,41,74,0,1,0.2926829268292683,0,0.5540540540540541,0.3904761904761905
1808,15,2,7,0,4,2.0,0,0.2857142857142857,0.13333333333333333
1005,20,1,31,-1,-1,-1.0,-1,0.03225806451612903,0.05
8146,30,1,12,1,1,1.0,1,0.08333333333333333,0.03333333333333333
1016,6,1,11,2,2,2.0,2,0.09090909090909091,0.16666666666666666
5030,19,1,19,2,2,2.0,2,0.05263157894736842,0.05263157894736842
4167,7,1,6,1,1,1.0,1,0.16666666666666666,0.14285714285714285
5692,6,2,2,0,0,0.0,0,1.0,0.3333333333333333
4697,9,1,7,0,0,0.0,0,0.14285714285714285,0.1111111111111111
6142,5,1,2,0,0,0.0,0,0.5,0.2
974,92,5,114,1,10,4.8,3,0.043859649122807015,0.05434782608695652
2479,25,6,6,-1,2,0.3333333333333333,0,1.0,0.24
2625,5,1,4,-1,-1,-1.0,-1,0.25,0.2
857,8,3,8,10,10,10.0,10,0.375,0.375
6237,11,2,4,0,0,0.0,0,0.5,0.18181818181818182
6108,4,1,3,-1,-1,-1.0,-1,0.3333333333333333,0.25
673,8,2,4,0,0,0.0,0,0.5,0.25
6145,51,1,16,0,0,0.0,0,0.0625,0.0196078431372549
321,10,1,15,3,3,3.0,3,0.06666666666666667,0.1
1160,19,3,9,10,10,10.0,10,0.3333333333333333,0.15789473684210525
7169,25,4,30,-1,0,-0.25,0,0.13333333333333333,0.16
4725,4,1,4,0,0,0.0,0,0.25,0.25
4512,22,1,1,0,0,0.0,0,1.0,0.045454545454545456
876,70,3,100,-1,4,2.3333333333333335,4,0.03,0.04285714285714286
2835,72,12,48,0,1,0.25,0,0.25,0.16666666666666666
6913,28,6,13,0,0,0.0,0,0.46153846153846156,0.21428571428571427
7132,62,1,52,3,3,3.0,3,0.019230769230769232,0.016129032258064516
4782,10,1,13,7,7,7.0,7,0.07692307692307693,0.1
1653,40,2,23,0,0,0.0,0,0.08695652173913043,0.05
7092,3,1,2,8,8,8.0,8,0.5,0.3333333333333333
4923,1,1,2,0,0,0.0,0,0.5,1.0
1417,50,1,2,4,4,4.0,4,0.5,0.02
5916,7,2,10,-1,0,-0.5,-1,0.2,0.2857142857142857
5383,10,3,6,1,6,4.333333333333333,6,0.5,0.3
375,23,15,18,1,8,3.066666666666667,2,0.8333333333333334,0.6521739130434783
1468,10,2,5,0,0,0.0,0,0.4,0.2
3441,19,9,14,0,0,0.0,0,0.6428571428571429,0.47368421052631576
4796,19,1,2,0,0,0.0,0,0.5,0.05263157894736842
3431,55,10,37,-1,8,1.9,0,0.2702702702702703,0.18181818181818182
7571,19,4,11,0,10,2.75,0,0.36363636363636365,0.21052631578947367
683,17,6,147,-1,8,0.5,-1,0.04081632653061224,0.35294117647058826
4452,7,1,5,3,3,3.0,3,0.2,0.14285714285714285
8423,7,3,7,0,0,0.0,0,0.42857142857142855,0.42857142857142855
1700,21,1,1,0,0,0.0,0,1.0,0.047619047619047616
5771,12,1,7,0,0,0.0,0,0.14285714285714285,0.08333333333333333
3661,13,3,10,0,1,0.6666666666666666,1,0.3,0.23076923076923078
3152,5,1,3,1,1,1.0,1,0.3333333333333333,0.2
1675,18,2,7,0,0,0.0,0,0.2857142857142857,0.1111111111111111
3235,17,1,13,2,2,2.0,2,0.07692307692307693,0.058823529411764705
2225,84,1,16,-1,-1,-1.0,-1,0.0625,0.011904761904761904
8396,38,3,44,0,0,0.0,0,0.06818181818181818,0.07894736842105263
211,47,4,48,0,0,0.0,0,0.08333333333333333,0.0851063829787234
642,367,104,147,0,2,0.09615384615384616,0,0.7074829931972789,0.28337874659400547
1068,19,2,7,0,0,0.0,0,0.2857142857142857,0.10526315789473684
5038,27,3,11,-1,0,-0.3333333333333333,0,0.2727272727272727,0.1111111111111111
8354,16,3,8,0,10,3.3333333333333335,0,0.375,0.1875
796,93,10,41,-1,1,-0.3,0,0.24390243902439024,0.10752688172043011
1344,4,1,3,1,1,1.0,1,0.3333333333333333,0.25
7587,38,2,8,0,0,0.0,0,0.25,0.05263157894736842
5367,8,1,7,-1,-1,-1.0,-1,0.14285714285714285,0.125
8172,7,1,7,1,1,1.0,1,0.14285714285714285,0.14285714285714285
7562,19,6,24,0,0,0.0,0,0.25,0.3157894736842105
8011,76,2,15,0,0,0.0,0,0.13333333333333333,0.02631578947368421
7499,42,5,6,-1,0,-0.4,0,0.8333333333333334,0.11904761904761904
7103,5,2,4,1,7,4.0,1,0.5,0.4
6639,23,4,5,4,4,4.0,4,0.8,0.17391304347826086
34,4,1,3,0,0,0.0,0,0.3333333333333333,0.25
8536,82,11,36,-1,1,0.18181818181818182,0,0.3055555555555556,0.13414634146341464
2342,429,74,283,0,4,0.8378378378378378,0,0.26148409893992935,0.17249417249417248
6056,9,2,5,-1,-1,-1.0,-1,0.4,0.2222222222222222
7602,25,10,21,0,7,0.9,0,0.47619047619047616,0.4
772,337,19,169,-1,0,-0.6842105263157895,-1,0.11242603550295859,0.05637982195845697
4992,19,2,14,10,10,10.0,10,0.14285714285714285,0.10526315789473684
2003,6,1,7,0,0,0.0,0,0.14285714285714285,0.16666666666666666
756,14,1,5,0,0,0.0,0,0.2,0.07142857142857142
1183,9,1,8,0,0,0.0,0,0.125,0.1111111111111111
3198,6,1,9,3,3,3.0,3,0.1111111111111111,0.16666666666666666
6933,16,1,4,0,0,0.0,0,0.25,0.0625
1823,4,1,4,0,0,0.0,0,0.25,0.25
4865,2,2,9,-1,-1,-1.0,-1,0.2222222222222222,1.0
7666,236,10,83,-1,0,-0.1,0,0.12048192771084337,0.0423728813559322
939,110,2,9,-1,0,-0.5,-1,0.2222222222222222,0.01818181818181818
6664,51,2,64,0,1,0.5,0,0.03125,0.0392156862745098
7550,50,2,59,1,2,1.5,1,0.03389830508474576,0.04
874,62,4,7,-1,1,0.0,0,0.5714285714285714,0.06451612903225806
5585,18,1,12,0,0,0.0,0,0.08333333333333333,0.05555555555555555
2662,28,4,14,0,0,0.0,0,0.2857142857142857,0.14285714285714285
6953,9,1,8,0,0,0.0,0,0.125,0.1111111111111111
3008,9,1,6,0,0,0.0,0,0.16666666666666666,0.1111111111111111
8654,47,10,16,-1,10,1.4,-1,0.625,0.2127659574468085
7048,23,2,4,0,0,0.0,0,0.5,0.08695652173913043
385,20,1,17,0,0,0.0,0,0.058823529411764705,0.05
5490,47,1,7,0,0,0.0,0,0.14285714285714285,0.02127659574468085
2007,36,9,18,0,1,0.2222222222222222,0,0.5,0.25
5055,4,1,2,0,0,0.0,0,0.5,0.25
7604,36,3,7,0,3,1.0,0,0.42857142857142855,0.08333333333333333
6460,12,3,8,0,0,0.0,0,0.375,0.25
1226,9,1,4,-1,-1,-1.0,-1,0.25,0.1111111111111111
3936,1,1,6,-1,-1,-1.0,-1,0.16666666666666666,1.0
5152,651,66,654,-1,10,2.287878787878788,1,0.10091743119266056,0.10138248847926268
7613,147,3,31,0,0,0.0,0,0.0967741935483871,0.02040816326530612
7460,37,4,29,-1,0,-0.25,0,0.13793103448275862,0.10810810810810811
1892,83,3,37,-1,10,3.0,0,0.08108108108108109,0.03614457831325301
2463,67,12,27,0,10,2.5833333333333335,1,0.4444444444444444,0.1791044776119403
28,19,3,14,0,1,0.3333333333333333,0,0.21428571428571427,0.15789473684210525
8827,9,1,5,8,8,8.0,8,0.2,0.1111111111111111
4208,41,6,30,0,10,6.0,6,0.2,0.14634146341463414
8514,18,2,6,4,4,4.0,4,0.3333333333333333,0.1111111111111111
7522,11,1,6,0,0,0.0,0,0.16666666666666666,0.09090909090909091
4958,10,1,6,1,1,1.0,1,0.16666666666666666,0.1
7935,4,4,5,-1,10,7.25,10,0.8,1.0
3445,9,1,4,0,0,0.0,0,0.25,0.1111111111111111
183,25,2,2,0,0,0.0,0,1.0,0.08
1243,39,3,43,0,0,0.0,0,0.06976744186046512,0.07692307692307693
4083,574,142,438,-1,9,0.014084507042253521,0,0.3242009132420091,0.24738675958188153
8500,62,3,9,0,3,1.0,0,0.3333333333333333,0.04838709677419355
4155,27,3,25,0,10,5.666666666666667,7,0.12,0.1111111111111111
8410,95,1,9,0,0,0.0,0,0.1111111111111111,0.010526315789473684
2842,15,1,7,0,0,0.0,0,0.14285714285714285,0.06666666666666667
